,Brick by Brick,"Alus RUNNING DUNE (witbier) 4,5% alk","Beer RUNNING DUNE (whit4e beer) 4,5% alc",750ml,26.00,1.00,4770349226572
,Brick by Brick,"Alus BONUN'S MOUSTACHE (american style ipa) 6,0% alk","Beer BONUN'S MOUSTACHE (american style ipa) 6,0% alc",750ml,26.00,1.00,4770349226817
,Brick by Brick,Alus SHARK'S COFFEE POT (sweet stout) 4.5% alk,Beer SHARK'S COFFEE POT (sweet stout) 4.5%alc,750ml,26.00,1.00,4770075446374
,Brick by Brick,Alus UNKNOWN SHORE (oak dubbel) 6.0% alk,Beer UNKNOWN SHORE ( oak dubbel) 6.0% alc,750ml,26.00,1.00,4770349226619
,Baltika Breweries,"Alus BALTIKA EXPORT NO 7 5,4% alk","Beer BALTIKA EXPORT NO 7 5,4% alc",1 L,17.00,3.00,4600682001522
,,DZIRKSTOŠAIS VĪNS,SPARKLING WINE,"Weight, KG","Price, DKK",,Ean CODE
,Latvijas balzams,"Dzirkstošais vins RIGAS BRUT, 11.5% alk","Sparkling wine RIGAS BRUT, 11.5% alc","0,75 L",59.00,,4750012453856
,Latvijas balzams,"Dzirkstošais vins RIGAS ROSE (salds), 11.5% alk","Sparkling wine RIGAS ROSE (sweet), 11.5% alc","0,75 L",59.00,,4750012469857
,Latvijas balzams,"Dzirkstošais vins RIGAS SWEET, 11.5% alk","Sparkling wine RIGAS SWEET, 11.5% alc",0.2 L,20.00,,4750012450275
,Latvijas balzams,"Dzirkstošais vins RIGAS ROSE (salds), 11.5% alk","Sparkling wine RIGAS ROSE (sweet), 11.5% alc","0,2 L",20.00,,4750012469277
,Latvijas balzams,"Рижское ИГРИСТОЕ полусладкое, 11.5% alk","Rizhskoe IGRISTOE polusladkoe, 11.5% alc",0.75 L,59.00,,4750012445851
,Latvijas balzams,"Dzirkstošais vins COSMOPOLITAN DIVA , 6% alk","Sparkling wine COSMOPOLITAN DIVA, 6% alc","0,75 L",39.00,,4750012025855
,Latvijas balzams,"Dzirkstošais vins COSMOPOLITAN DIVA citrus fusion, 6% alk","Sparkling wine COSMOPOLITAN DIVA citrus fusion, 6% alc","0,75 L",39.00,,4750012027859
,Latvijas balzams,"Dzirkstošais vins COSMOPOLITAN DIVA berry fusion, 6% alk","Sparkling wine COSMOPOLITAN DIVA berry fusion, 6% alc","0,75 L",39.00,,4750012026852
,,SIDER,CIDER (pant price is NOT included),"Weight, KG","Price, DKK",PANT,Ean CODE
,Aldaris,Apple cider Zelta,Apple cider Zelta,500ml,13.00,1.00,4750049987652
,,BRENDIJS,BRANDY,"Weight, KG","Price, DKK",,Ean CODE
,Yerevan Brandy Company,Brendis ARARAT 3-jų metų brandinimo,Ararat – 3 years,"0,5l",140.00,,4850001001904
,Yerevan Brandy Company,Brendis ARARAT 5-ių metų brandinimo,Ararat – 5 years,"0,5l",150.00,,4850001001935
,Yerevan Brandy Company,Brendis ARARAT 6-ių metų brandinimo,Ararat – 6 years,"0,5l",160.00,,4850001001966
,Yerevan Brandy Company,Brendis ARARAT 10-ies metų brandinimo,Ararat – 10 years,"0,5l",200.00,,4850001002024
,Latvijas Balzams,Brandy  GRAND CAVALIER,Brand GRAND CAVALIER,"0,7l",120.00,,4750021523328
,,VODKA/ UZLEJUMS,VODKA/ SPIRIT DRINK,,,,
,Latvijas Balzams,"Originals Latvijas Degvins Vodka, 40% alk","Original Latvian  vodka, 40% alc","0,7l",100.00,,4750021228339
,Latvijas Balzams,"Riga Black Vodka, 40% alk","Riga black vodka, 40% alc","0,7l",120.00,,4750021221361
,Latvijas Balzams,"Dzervenu uzlejums CRANBERRY, 36% alk","Spirit drink Infusion Cranberry, 36% alc","0,5l",80.00,,4750021542237
,Latvijas Balzams,"RIGAS MELNAIS BALSAMS, 45% alk","RIGA BLACK BALSAM, 45% alc","0,04l",20.00,,4750021101991
,Latvijas Balzams,"RIGAS MELNAIS BALSAMS ar upenu garšu, 30% alk",RIGA BLACK BALSAM currant. 30% alc,0.04 l,20.00,,4750021538995
,Latvijas Balzams,"RIGAS MELNAIS BALSAMS element, 40% alk","RIGA BLACK BALSAM element, 40% alc",0.04 l,20.00,,4750021107993
,Latvijas Balzams,"RIGAS MELNAIS BALSAMS, 45% alk","RIGA BLACK BALSAM, 45% alc","0,2 l",60.00,,4750021101984
,Latvijas Balzams,"RIGAS MELNAIS BALSAMS ar upenu garšu, 30% alk","RIGA BLACK BALSAM currant, 30% alc","0,2 l",50.00,,4750021538957
,Latvijas Balzams,"RIGAS MELNAIS BALSAMS, 45% alk","RIGA BLACK BALSAM, 45% alc","0,35 l",120.00,,4750021101786
,Latvijas Balzams,"RIGAS MELNAIS BALSAMS, 45% alk","RIGA BLACK BALSAM, 45% alc","0,5 l",130.00,,4750021101281
,Latvijas Balzams,"RIGAS MELNAIS BALSAMS ar upenu garšu, 30% alk","RIGA BLACK BALSAM currant, 30% alc","0,5l",100.00,,4750021537288
,Latvijas Balzams,"RIGAS MELNAIS BALSAMS ar upenu garšu (aile), 30% alk","RIGA BLACK BALSAM currant (in box), 30% alc","0,5 l",100.00,,4750021537295
,Latvijas Balzams,"RIGAS MELNAIS BALSAMS element, 40% alk","RIGA BLACK BALSAM element, 40% alc","0,5 l",100.00,,4750021107283
,Latvijas Balzams,"RIGAS MELNAIS BALSAMS, 45% alk","RIGA BLACK BALSAM, 45% alc","0,7 l",170.00,,4750021101380
,Latvijas Balzams,"RIGAS MELNAIS BALSAMS (aile), 45% alk","RIGA BLACK BALSAM (in box), 45% alc","0,7 l",170.00,,4750021101373
,Latvijas Balzams,"RIGAS MELNA BALSAMA komplekts ar 2 glazitem, 45% alk","Gift set of RIGA BLACK BALSAM with 2 shot-glasses, 45% alc","0,5l",180.00,,4750021101229
,Latvijas Balzams,"RIGAS MELNA BALSAMA ar upenu garšu komplekts ar 2 glazitem, 45% alk","Gift set of RIGA BLACK BALSAM currant with 2 shot-glasses, 45% alc","0,5 l",150.00,,4750021537219
,Latvijas Balzams,RIGAS MELNAIS BALSAMS Collection (4x40ml),RIGA BLACK BALSAM currant Collection (4x40ml),4x40ml,80.00,,4750021108112
,,LIKIERIS,LIQUEUR,,,,
,Latvijas Balzams,"RIGA BLACK BALSAM CREAM. Krejuma likieris, 17% alk","RIGA BLACK BALSAM CREAM. Cream liqueur, 17% alc","0,5l",110.00,,4750021358296
,Latvijas Balzams,"Krejuma likieris ŠARLOTE kafijas, 17% alk","Cream liueur ŠARLOTE coffee, 17% alc","0,5 l",75.00,,4750021302251
,Latvijas Balzams,"Likieris ALLAŽU KIMELIS, 40% alk","Liqueur ALLAŽU KIMELIS, 40% alc","0,35l",75.00,,4750021304798
,MILK PRODUCTS,,,,,,
,,SWEET BIEZPIENS,SWEET CURD CHEESE,"Weight, KG","Price, DKK",,Ean CODE
,BALTAIS,Baltais biezpiena sieriņš Medus kūka,White curd cheese Honey Cake,38g,5.00,,4750072511138
,BALTAIS,Biezpiena sieriņš kartupelis,Curd cheese potato,38g,5.00,,
,BALTAIS,Biezpiena sieriņš Skudru pūznis,Curd cheese Skudru pūznis,38g,5.00,,
,EHRMANN,Bērnu biezpiens Rby,Children curd Rby,50g,5.00,,
,VILKYSKIU PIENINE,Saldais biezpiena deserts ar šokolādes garšu,Sweet cheese dessert with chocolate flavor,35g,5.00,,
,VILKYSKIU PIENINE,Saldais biezpiena deserts ar vaniļas garšu,Sweet cheese dessert with vanilla flavor,35g,5.00,,
,VILKYSKIU PIENINE,Saldais biezpiena deserts ar zemeņu garšu,Sweet cheese dessert with strawberry flavor,35g,5.00,,
,KĀRUMS,BIEZPIENA SIERINŠ AR SUKĀDEM,Curd cheese with candies,45g,7.00,,
,KĀRUMS,Biezpiena sierinš KARUMS karamelu,Curd cheese KARUMS with caramel,45g,7.00,,4750050341481
,KĀRUMS,Biezpiena sierinš KARUMS vanilla,Curd cheese KARUMS with vanilla,45g,7.00,,4750050341405
,KĀRUMS,BIEZPIENA SIERIŅŠ VANILLA MULTIPAKA 45G*7,Curd cheese with vanilla,315g,35.00,,4750050342211
,KĀRUMS,Biezpiena sierinš KARUMS ar šokolades gabaliniem,Curd cheese KARUMS with chocolate,45g,7.00,,4750050341511
,KĀRUMS,Biezpiena sierinš KARUMS ar rozinem,Curd cheese KARUMS with raisins,45g,7.00,,4750050341740
,KĀRUMS,Biezpiena sirienš KARUMS ar mellenem,Curd cheese KARUMS with blueberries,45g,7.00,,4750050342112
,KĀRUMS,Biezpiena sirienš KARUMS ar kokosriekstu skaidinam,Curd cheese KARUMS with coconut shavings,45g,7.00,,4750050341412
,LATGALE,"Biezp.sier.""Gardumiņš"" ar aprikožu 1gab",Curd cheese “Gardumins” with apricot,,7.00,,
,LATGALE,Biezpiena sieriņš ar marmelādi GARDUMIŅŠ,Curd cheese “Gardumins” with jelly,90g,7.00,,
,LATGALE,Biezpiena sieriņš ar rozīnēm GARDUMIŅŠ,Curd cheese “Gardumins” with raisins,90g,7.00,,
,,SIERA,CHEESE,"Weight, KG","Price, DKK",,Ean CODE
,DZINTARS,Kūpināta kausēta siera desa,Smoked processed cheese sausage,295g,30.00,,
,DZINTARS,Kūpināta kausēta siera desa ar šķiņķi,Smoked sausage processed cheese with ham,295g,30.00,,
,Rigas Piensaimnieks,Kausetais siers DZINTARS ar zalumu garsu,Processed cheese DZINTARS with herbs taste,30g,3.00,,4750050545544
,Rigas Piensaimnieks,Kausetais siers DZINTARS ar šampinjonu garsu,Processed cheese DZINTARS with mushroom taste,30g,3.00,,4750050545551
,Rigas Piensaimnieks,Kausetais siers DZINTARS ar škinka garsu,Processed cheese DZINTARS with ham taste,30g,3.00,,4750050545575
,Rigas Piensaimnieks,Kauseta siera DZINTARS škelites ar augu taukiem,Processed cheese slices DZINTARS with vegetable fat,130g,16.00,,4750050534814
,Rigas Piensaimnieks,Kausetas DZINTARS škelites,Processed cheese slices DZINTARS,130g,16.00,,4750050534807
,JAUNPILS,Kūpinatais siers MEDNIEKU,Smoked cheese MEDNIEKU,~200-400g,85/kg,,237080060
,JAUNPILS,Kūpinatas siera bumbas,Smoked cheese balls,140g,16.00,,4751004060724
,JAUNPILS,Siers KIMENU,Cheese KIMENU,220g,24.00,,4751004060687
,JAUNPILS,Siers PIKANTAIS,Cheese PIKANTAIS,430g,39.00,,4751004060298
,JAUNPILS,"Siers BAUSKAS ar tauku saturu sausna, 35%",,420,39.00,,4751004060472
,JAUNPILS,Siers KURZEMES,Cheese KURZEMES,420g,38.00,,4751004060472
,JAUNPILS,"Nenogatavinats siers SULGUNI, kūpinats","Fresh pasta filata type cheese, smoked",~300-400g,100/kg,,237080620
,JAUNPILS,Siers JAUNPILS FETINA,Cheese JAUNPILS FETINA,~100-300g,75/kg,,237080390
,JAUNPILS,Siers PAVASARIS,Cheese PAVASARIS,~200-400g,80/kg,,237080350
,JAUNPILS,Siers DIPLOMATS,Cheese DIPLOMATS,~150-250g,75/kg,,237080320
,JAUNPILS,Siers ZELTA,Cheese ZELTA,~250-400g,85/kg,,237080100
,JAUNPILS,"Salits, kūpinats svagais siers MŪKA",Salted smoked cheese MŪKA,~150-250g,100/kg,,237080470
,JAUNPILS,Mozzarellas bumbas,Mozzarella balls,160g,14.00,,4751004060717
,JAUNPILS,Siers OLIMPS ar valriekstu garšu,Cheese OLIMPS with walnut flavor,~570g,95/kg,,Bi
,ANNELE,"Cietais siers Parnidžio 40%, 18 mēn. Fasēts",Hard cheese Parnidžio 40% 18 months. Packed,200g,35.00,,
,ANNELE,"Cietais siers Parnidžio 40%, 6 mēn.,fas.","Hard cheese Parnidžio 40%, 6 m.",200g,35.00,,
,VILKYSKIU PIENINE,Mīkstais siers 82% Mascarpone,Soft cheese 82% Mascarpone,190g,22.00,,
,VILKYSKIU PIENINE,"Siers, 45% Mozzarella",Cheese Mozzarella 45%,100g,10.00,,
,LAUKU SĒTA,Siers DOKTORA 45% skelet,Cheese DOCTORA 45% skelet,150g,22.00,,
NEW PRICE,TRIKATA,Sniega bumbas ar paprika,Cheese snow balls  with paprika,240g,40.00,35.00,4751020491595
NEW PRICE,TRIKATA,Sniega bumbas ar kiplokiem,Cheese snow balls with,240g,40.00,35.00,4751020491571
NEW PRICE,TRIKATA,Sniega bumbas ar tomatiem un baziliku,Cheese snow balls with tomatoes and bazilik,240g,40.00,35.00,4751020491601
,,KEFIRS,KEFIR,"Weight, KG","Price, DKK",,Ean CODE
,Baltais,Kefirs 2%,Kefir 2%,1 kg,12.00,,4750072020227
,,PIENS,MILK,"Weight, KG","Price, DKK",,Ean CODE
,ANNELE,"Piens 3,5%,Tetra- Rex","Milk 3,5%",900ml,15.00,,
,,RJAŽENKA,RJAŽENKA,"Weight, KG","Price, DKK",,Ean CODE
,Annele,"Rjaženka ar bifido bakterijam 3,2%",Rjaženka with bifido bacteria 3.2%,500g,12.00,,4770265043987
,,RŪGUŠPIENS,CURDLED MILK,"Weight, KG","Price, DKK",,Ean CODE
,JAUNPILS,Rūgušpiens 4%,Curdled milk 4%,400g,12.00,,4751004060694
,,BIEZPIENS,CURD,"Weight, KG","Price, DKK",,Ean CODE
NEW PRICE,JAUNPILS PIENOTAVA,Biezpiens,Curd 9%,275g,16.00,14.00,4751004060021
,JAUNPILS PIENOTAVA,Biezpiens,Curd 5%,275g,16.00,14.00,4751004060625
NEW PRICE,JAUNPILS PIENOTAVA,Biezpiens,"Curd 0,5%",275g,16.00,14.00,4751004060038
,JAUNPILS PIENOTAVA,Biezpiens,"Curd 0,5%",600g,30.00,,4751004060601
,JAUNPILS PIENOTAVA,Biezpiens,Curd 5%,600g,30.00,,47510040606332
,JAUNPILS PIENOTAVA,Biezpiens,Curd 9%,600g,30.00,,4751004060595
,Annele ,Graudainais biezpiens,Grainy curd 7%,180g,14.00,,4770237050579
,BALTAIS,Baltais saldais biezpiens vaniļas,White sweet cottage cheese vanilla,180g,15.00,,
,BALTAIS,Baltais saldais biezpiens ar rozinem,White sweet cottage cheese with raisins,180g,15.00,,4750072510551
,BALTAIS,Vajpiena biezpiens 0.5%,Curd 0.5%,180g,14.00,,4750072062265
,VILKYSKIU PIENINE,"Biezpiens 0,5%, Kelmės",Curd 0.5% “Kelmės”,200g,12.00,,
,VILKYSKIU PIENINE,"Biezpiens 9%, Kelmės",Curd 9% “Kelmės”,200g,14.00,,
,LATGALE,Biezpiens 9% t.s.,Curd 9%,180g,14.00,,
,,SKĀBAIS KRĒJUMS,SOUR CREAM,"Weight, KG","Price, DKK",,Ean CODE
,VILKYSKIU PIENINE,"Skābā krējuma izstrādājums 30%, Žemaitėška",Sour cream product 30% Žemaitėška,450g,14.00,,
,JAUNPILS,Skabais krejums Zelta 25%,Sour cream  Zelta 25%,400g,12.00,,4751004060540
,JAUNPILS,"Skabais ""Latviyskoe zolotko"" 25%","Sour cream ""Latviyskoe zolotko"" 25%",350g,12.00,,4751004060489
,,MAJONEZE,MAYONNAISE,"Weight, KG","Price, DKK",,Ean CODE
,SPILVA,"Majonēze Rosola 51,8%",Mayonnaise “Rosola” 51.8%,250g,12.00,,4750022045508
,SPILVA,Majonēze Provansas 67%,Mayonnaise “Provansas” 67%,250g,12.00,,4750022141507
,SPILVA,Majonēze Brokastu,Mayonnaise “Brokastu”,250g,12.00,,4750022049506
,ALTA,Majonēze Gimines,Mayonnaise “Gimines”,250g,12.00,,4750022042515
,,DESERTS,DESSERTS,"Weight, KG","Price, DKK",,Ean CODE
,BALTAIS,Biezpiena krēms ar mango un persikiem,Curd cream with mango and peaches,150g,,,
,KĀRUMS,DESERTS AR STRŪDELI,Dessert with strudel,120g,10.00,,
,KĀRUMS,SALDĀ KRĒJ. KRĒMS AR ŠOKOLĀDES GARŠU,Sweet cream with chocolate taste,150g,15.00,,
,KĀRUMS,SALDĀ KRĒJ.KRĒMS KARAMEĻU,Sweet cream with caramel taste,150g,15.00,,
,KĀRUMS,"SALDĀ KRĒJ.KRĒMS, VANIĻAS",Sweet cream with vanilla taste,150g,15.00,,
,FISH PRODUCTS,,,,,,
,,FILEJAS/ ROLMOPSI,,"Weight, KG","Price, DKK",,Ean CODE
,BALTIJAS ZIVIS - 97,"Siļķu filejas eļļā ""Matje""","Herring fillet in oil ""Matje”",200g,22.00,,4750289001378
,BALTIJAS ZIVIS - 97,"Siļķu filejas un dārzeņu asorti ""Jūras orhideja""",Herring fillet and vegetables assorted “Jūras orchideja”,200g,27.00,,4750289030132
,BALTIJAS ZIVIS - 98,Silku titeni marinade ar apelsiniem,Herring bindweed marinade with orange,300g,39.00,,4750289001804
,LATIS,Siļķes fileja eļļā “Matje”,"Herring fillet in oil ""Matje”",200g,20.00,,4751004070013
,LATIS,Silku filejas majoneze ar ananasiem,Herring fillet with pineapple,500g,36.00,,4751004071799
,BERZCIEMS,Silku filejas gabalini,Herring fillet,250g,29.00,,4750217001173
,BALTIJAS ZIVIS - 97,"Skumbrijas fileju gabaliņi eļļā ""Jums""","Mackerel fillet pieces in oil ""Jums”",200g,27.00,,
,BALTIJAS ZIVIS -97,Ceptas skumbriju filejas tom.mērcē Rudens,Fried mackerel fillets in tomato sauce “Rudens”,250g,27.00,,
,KAIJA,"""GARDUMS"" Siļķu filejas eļļā",Herring fillet in oil “Gardums”,250g,24.00,,
,KAIJA,Gardums siļķu fileja Ungāru gaumē,Delicacy herring fillet Hungarian style,450g,35.00,,
,KAIJA,Makrelu filejas ella,Mackerel fillets in oil,170g,15.00,,4751007730723
,BERZCIEMS,Siļķu rolmopši marinādē,Marinated herring rolls,500g,40.00,,4750217602882
,ViCI,Silku filejas rolmopši ar konservetiem gurkiem ella (ar cukuru un saldinataju),Herring fillet rolls with cucumbers,200g,?,,4770190351089
,DECENT,Seld file v masle DYMOK,Herring fillets in oil “Dymok”,200g,21.00,,4750501001179
,,ŽAVETAS ZIVIS,DRIED FISH,"Weight, KG","Price, DKK",,Ean CODE
,BEER CLUB CLASSIC,Putasu vītināta,Dried blue whiting,36g,10.00,,4751013350076
,BEER CLUB CLASSIC,Stavrida žāvēta,Dried yellow stripe fish,36g,10.00,,4751013350106
,BEER CLUB CLASSIC,Kalmars vitinats,Dried squid,46g,20.00,,4751013350038
,BEER CLUB CLASSIC,Kalmars (gredzeni),Squid (ring),43g,20.00,,4751013350069
,FISHKA,Anšovi sālīti,Dried anchovy,20g,10.00,,4751013350090
,FISHKA,Kalmārs vitinats kūpinats,Dried smoked squid,20g,10.00,,4751013350083
,FISHKA,Kalmārs vitinats,Dried squid,20g,10.00,,4751013350014
,FISHKA,Putasu vītināta,Blue whiting dried,20g,10.00,,
,GEORGA,Breksis vītināts,Breksis wilted,~150g,110/kg,,
,GEORGA,Vobla vītināta,Vobla dried,~100g,140/kg,,2763006001607
,GEORGA,Auksti kūpinati,Cold smoked fish,~500g,110/kg,,2746330004704
,MSDM,Kalmaru škeles salitas- kaltetas,Dried squid shredded,36g,20.00,,4260147170158
,MSDM,Pikantas kalmaru škeles salitas- kaltetas,Dried squid shredded with chilli,36g,20.00,,4260147170349
,MSDM,Kupinati Kalmaru Jerky,Smoked squid jerky,36g,20.00,,4260147170509
,MSDM,Indijas okeana Salaka salitas- kaltetas,Brushtooth lizardfish,36g,20.00,,4260147170134
,MSDM,Pikantas mencas stremeles salitas- kaltetas,Pacific Cod with chilli,36g,20.00,,4260147170288
,MSDM,Dzeltensvitru stavrida salitas- kaltetas,Yellow striped trevally,36g,20.00,,4260147170028
,,ZIVJU KONSERVI,CANNED FISH,"Weight, KG","Price, DKK",,Ean CODE
,BRASLA,Skumbrija eļļā,Mackerel in oil,240g,15.00,,4751006980808
,BRASLA,Skumbrija savā sulā,Mackerel in own juice,240g,15.00,,4751006980822
,BRASLA,Makrele tom.mērcē,Mackerel in tomato sauce,240g,27.00,,4751006980815
,BRASLA,Zivju tefteli tom.mērcē,Fish balls in tomato sauce,240g,10.00,,
,BRASLA,Zivju tefteli,Fish balls,240g,15.00,,4751006980570
,BRASLA,Aknu pastete lauku,Liver pate,240g,19.00,,4751006980440
,KAIJA,Skumbrijas fileja eļļā,Mackerel fillet in oil,170g,22.00,,
,KAIJA,Skumbrijas fileja tomātu krēmā,Mackerel fillet in tomato cream,170g,22.00,,
,Kolumbija,Atlantijas skumbrija sava sula ar ellu,Atlantic mackerel own juice with oil,240g,15.00,,4750571000775
,Saldus galas kombinats,Siļķe savā sulā ar eļļu,Herring in own juice with oil,240g,15.00,,4750398900159
,Saldus galas kombinats,Cepti šprotes eļļā,Fried sprats in oil,240g,19.00,,4750398642240
,BRĪVAIS VILNIS,Lielās šprotes eļļā,Big sprats in oil,240g,20.00,,4750616001668
,BRĪVAIS VILNIS,Šprotes eļļā,Sprats in oil,160g,16.00,,4750616000135
,BRĪVAIS VILNIS,Šprotes tomatu merce ,Sprats in tomatoe juice,,19.00,,4750616002122
,BRĪVAIS VILNIS,Rīgas šprotes eļļā,Rigas sprats in oil,190g,23.00,,
,BRĪVAIS VILNIS,Šprotu pastēte,Sprats pate,160g,10.00,,4750616000463
,BRĪVAIS VILNIS,Zivju frikadeles tom. mēr. ar dārz.,Fish balls in tomato sauce with vegetables,240g,10.00,,4750616000777
,BRĪVAIS VILNIS,Sardines savā sulā ar eļļā,Sardines in own juice with oil,240g,21.00,,4750616000432
,BRĪVAIS VILNIS,Sardines tom.mērcē,Sardiens in tomato sauce,240g,21.00,,4750616000401
,BRĪVAIS VILNIS,Renges kupinatas ella,Smoked herring in oil,240g,21.00,,4750616000302
,BRĪVAIS VILNIS,Bretlinas apceptas tomatu merce ar papriku,Baked sprats in tomatoe sauce with paprika,240g,21.00,,4750616002290
,LIBAVA PREMIUM,Lielās šprotes eļļā,Big sprats in oil,240g,10.00,,4750571000508
,LIBAVA PREMIUM,Šprotes eļļā,Sprats in oil,240g,19.00,,4750571000348
,LIBAVA PREMIUM,Kūpinats zutis želejas uzlejuma,Smoked eel in jelly infusions,180g,35.00,,4750571003295
,LIBAVA PREMIUM,Lidaka želejas uzlejuma,Pike in gels infusions,180g,25.00,,4750571003523
,LIBAVA PREMIUM,Jūras asari želejas uzlejuma,Sea bass in gels infusions,180g,26.00,,4750571003202
,LIBAVA PREMIUM,Karpa želejas uzlejuma,Carp gels infusions,180g,23.00,,4750571003301
,SENGA,Šprotes eļļā,Sprats in oil,240g,21.00,,4750252057135
,SENGA,Bretlinas tomatu merce,Sprat in tomato sauce,240g,18.00,,4750252031135
,ROJA FCT,Килька обжаренная в томатном соусе,Sprat fried in tomato sauce,240g,21.00,,4750300001899
,Diamir,Anšovu fileja augu ella,Anchovy fillets in vegetable oil,90g,30.00,,8436033879115
,Elanders,килька соленая с приправами,Salted sprats with spices,700g,32.00,,4750240234005
,SAIVA,Mencu aknas,Cod liver,230g,18.00,,4750935001875
,Leon Gmbh,Kalmar fillet in oil,Kalmar fillet in oil,185g,22.00,,4751004282140
,Leon Gmbh,Kalmar fillet in own juice,Kalmar fillet in own juice,185g,22.00,,4751004282249
,Leon Gmbh,Šprotes ella Старая Рига (Staraja Riga),Sprats in oil Old Riga,240g,21.00,,4751001585602
,Leon Gmbh,Šprotes ella Старая Рига (Staraja Riga),Sprats in oil Old Riga,160g,14.00,,4751001589006
,Leon Gmbh,Šprotes tomatu merce Старая Рига (Staraja Riga),Sprats in tomatoe sauce Old Riga,240g,16.00,,4750265000647
,Leon Gmbh,Atlantic herring in oil Старая Рига (Staraja Riga),Atlantic herring in oil Old Riga,240g,19.00,,4751001585763
,Leon Gmbh,Сайра тихоокеанская натуральная с добавлением масла,,280g,35.00,,4751001589457
,Leon Gmbh,Печень трески натуральня,,250g,39.00,,4751001585909
,Leon Gmbh,Шпротный паштет Рижское Золото (Rigas Zelts),Sprats pate Riga Gold,160g,12.00,,4751001582557
,Leon Gmbh,Рыбные тефтели в томатном соусе Рижское Золото (Rigas Zelts),Fish balls in tomatoe sauce Riga Gold,240g,16.00,,4751001582564
,Leon Gmbh,Обжаренная салака ЖАРЕНКА в томатном соусе с овощами Рижское Золото (Rigas Zelts),Baked sprats in tomatoe sauce with vegetables Gold Riga,280g,22.00,,4751001580195
,Рижская жемчужина,Черноморские бычки обжаренные в томатном соусе,Black Sea gobies fried in tomato sauce,240g,21.00,,4750897001616
,,,HERRING,"Weight, KG","Price, DKK",,Ean CODE
,ZigmaS,Salitas Atlantijas silkes bez galvam ar garšvielam,"Salted herring (gutted, head off) with spices","1,3 kg",60.00,,4770221362022
,MEAT PRODUCTS,,,,,,
,,VARITAS GALAS PRODUKTI,COOKED MEAT PRODUCTS,"Weight, KG","Price, DKK",,Ean CODE
,GRĀVENDĀLE,Desa DOKTORA PREMIUM (varita),Sausage “Doctora Premium” (cooked),400g,29.00,,4751001132264
,GRĀVENDĀLE,Desa DOKTORA dabiga apvalka,"Sausage ""Doctora"" in natural casing (cooked)",500g,35.00,,4751001131472
,Rigas Miesnieks,Dumdesa JUBILEJAS,Sausage “Jubilejas”,270g,35.00,,4750174443153
,RGK,Aukstā gaļa (vak ),Cooked meat,500g,25.00,,
,JELGAVA,Jelgavas Jubilejas,Jelgava Anniversary,280g,35.00,,4751002209903
,Nakotne,Desa berniem TIGERITIS,Cooked meat for kids TIGERS,400g,35.00,,4751003570910
,Rezeknes Galas Kombinats,Reala Doktordesa,"Real cooked meat ""Doktorskaya""",450g,37.00,,4751005454980
,,VITINATA/ KUPINATA DESA,SMOKED MEAT,,,,
,GRĀVENDĀLE,Jubilejas dūmdesa,Sausage “Jubilejas”,240g,30.00,,4751001138082
,GRĀVENDĀLE,Maskavas desa a/k,Sausage “Maskavas”,240g,30.00,,4751001138259
,GRĀVENDĀLE,Vitinata  majas desa a/k,"Sausage ""Home""",240g,30.00,,4751001131632
,Nakotne,Majas desa,,340g,,,4751003571832
,Cepeškungs,"""Vasalu"" varita, karsti kupinata salami",,250g,,,4740574081826
,Rezeknes Galas Kombinats,Knakeri,Kebanos,415g,35.00,,4751005450173
,Rezeknes Galas Kombinats,Grill cisini,Smoked sausages for grill,400g,oked ,,4751005452580
,Rezeknes Galas Kombinats,"Smoked shoulder ""Pirtnieka""","Smoked shoulder ""Pirtnieka""",~ 400-600g,76/kg,,237401410
,Rezeknes Galas Kombinats,"Smoked pork back fat ""Pirtnieka""","Smoked pork back fat ""Pirtnieka""",~300-600g,67/kg,,237406490
,Rezeknes Galas Kombinats,Alkšnu desinas,Sausages with alder smoke,360g,27.00,,4751005453600
,Rezeknes Galas Kombinats,MASKAVAS desa ar kiplokiem,"Smoked sausage ""Moskovskaja"" ",400g,25.00,,4751005454591
,,SALAMI,SALAMI,"Weight, KG","Price, DKK",,Ean CODE
,Rezeknes Galas Kombinats,Mednieku odzinas,"Salami ""Berry""",365g,35.00,,4751005450180
,Rezeknes Galas Kombinats,Klasiska auskti kūpinata desa ar seklinam,Dried salami with sunflower seeds,80g,20.00,,4751005456182
,Rezeknes Galas Kombinats,Klasiska auksti kūpinata desa,Dried salami Classic,80g,18.00,,4751005454683
,Rezeknes Galas Kombinats,Raznas Jubilejas,Dried salami Raznas Jubilejas,280g,38.00,,4751005454041
,Rezeknes Galas Kombinats,Rezeknes desa,Dried salami Rezeknes ,250g,34.00,,4751005454072
,Rramata,"""Rigas salami"" ",,500g,,,4750559333352
,,SERVELADE,SERVELAT,"Weight, KG","Price, DKK",,Ean CODE
,Rezeknes Galas Kombinats,ALKŠNU servelade,Servelat with alder smoke,400g,35.00,,4751005454379
,,RIEKSTAS,HAM,"Weight, KG","Price, DKK",,Ean CODE
,Rezeknes Galas Kombinats,Riekstu rulete,Ham with nuts,120g,20.00,,4751005450265
,Rezeknes Galas Kombinats,Meat rolls with garlic,Meat rolls with garlic,~250-450g,76/kg,,237406480
,Rezeknes Galas Kombinats,Smoked ham an juniper,Smoked ham an juniper,~400-600g,85/kg,,237403710
